id,key,value,type
1319731165,highway,mini_roundabout,regular
1320674160,highway,crossing,regular
1320674165,highway,crossing,regular
1320674175,highway,crossing,regular
1320674191,highway,crossing,regular
1320674258,highway,crossing,regular
1320674300,highway,crossing,regular
1320726353,barrier,gate,regular
1324502448,name,Frank's Barber Shop,regular
1324502448,shop,hairdresser,regular
1324502448,street,West 11th Avenue,stree
1324502448,housenumber,1508,housenumbe
1324502730,name,Fairview Presbyterian Church,regular
1324502730,phone,6047360510,regular
1324502730,amenity,place_of_worship,regular
1324502730,website,http://www.fairviewchurch.ca/,regular
1324502730,religion,christian,regular
1324502730,street,Fir Street,stree
1324502730,denomination,presbyterian,regular
1324502730,housenumber,2725,housenumbe
1324505915,name,Bike Shop,regular
1324505915,shop,bicycle,regular
1324505915,street,West 6th Avenue,stree
1324505915,housenumber,1555,housenumbe
1324506542,name,The Farmers Apprentice,regular
1324506542,amenity,restaurant,regular
1324506633,name,Kozai Designs,regular
1324506633,shop,furniture,regular
1324506633,website,www.kozaidesign.com,regular
1324506633,street,West 6th Avenue,stree
1324506633,opening_hours,Tu-Fr 10:00-18:00; Sa 10:00-17:30,regular
1324506633,housenumber,1515,housenumbe
1324506792,name,Beau Photo,regular
1324506792,shop,photo,regular
1324506792,website,www.beauphoto.com,regular
1324506792,street,West 6th Avenue,stree
1324506792,housenumber,1520,housenumbe
1325913853,housenumber,1633,housenumbe
1325913853,postcode,V5Y 0B8,postcod
1325913853,street,Manitoba Street,stree
1325913853,name,Legacy Liquor,regular
1325913853,opening_hours,Mo-Su 10:00-23:00,regular
1325913853,phone,+1 604 331 7900,regular
1325913853,shop,alcohol,regular
1325913853,website,http://www.legacyliquorstore.com,regular
1325959163,name,TD Canada Trust,regular
1325959163,amenity,bank,regular
1325959163,street,Manitoba Street,stree
1325959163,opening_hours,Mo-we 8-18;th-fr 8-20;sa 8-16,regular
1325959163,housenumber,1689,housenumbe
1329276217,name,Mac's,regular
1329276217,shop,convenience,regular
1329276217,street,Cornwall Avenue,stree
1329276217,housenumber,1997,housenumbe
1329276650,name,Booster Juice,regular
1329276650,amenity,fast_food,regular
1329276650,street,Cornwall Avenue,stree
1329276650,housenumber,1965,housenumbe
1329278207,name,Pane From Heaven,regular
1329278207,amenity,cafe,regular
1329278207,website,http://www.panefromheaven.com,regular
1329278207,city,Vancouver,cit
1329278207,street,Cypress Street,stree
1329278207,opening_hours,Mo-Sa 6:30-18:00,regular
1329278207,housenumber,1670,housenumbe
1329278375,name,The Smoking Dog French Bistro,regular
1329278375,phone,6047328811,regular
1329278375,amenity,restaurant,regular
1329278375,street,West 1st Avenue,stree
1329278375,housenumber,1889,housenumbe
1329282211,name,Petro-Canada,regular
1329282211,amenity,fuel,regular
1329282211,street,West 4th Avenue,stree
1329282211,housenumber,1896,housenumbe
1329293380,phone,6047370020,regular
1329293380,website,www.robertheld.com,regular
1329293380,building,industrial,regular
1329293380,street,Pine Street,stree
1329293380,opening_hours,Mo-sa 10-18,regular
1329293380,housenumber,2130,housenumbe
1331277133,playground,climbingframe,regular
1331277135,playground,springy,regular
1331277136,playground,climbingframe,regular
1331277159,playground,swing,regular
1331318659,playground,climbingframe,regular
1331318676,playground,basketswing,regular
1331318676,sitting_disability,yes,regular
1331318685,playground,climbingframe,regular
1331898616,shop,alcohol,regular
1331898617,name,Seymour's Pub,regular
1331898617,amenity,pub,regular
1331959993,name,Marpole Curling Club Cafe,regular
1331959993,wifi,yes,regular
1331959993,source,Personal Knowledge,regular
1331959993,amenity,cafe,regular
1331959993,cuisine,coffee_shop,regular
1331959993,website,http://www.marpolecurling.com,regular
1331959993,street,Heather Street,stree
1331959993,postcode,V6P 3S8,postcod
1331959993,housenumber,8730,housenumbe
1334919905,noexit,yes,regular
1334919936,barrier,bollard,regular
1334920038,foot,yes,regular
1334920038,barrier,gate,regular
1334920038,bicycle,yes,regular
1334920038,motor_vehicle,no,regular
1335346918,name,Shoppers Drug Mart,regular
1335346918,phone,+1 604-669-2424,regular
1335346918,source,survey,regular
1335346918,amenity,pharmacy,regular
1335346918,website,http://www1.shoppersdrugmart.ca/en/store-locator/store/272,regular
1335346918,street,Davie Street,stree
1335346918,postcode,V6E 1N2,postcod
1335346918,opening_hours,24/7,regular
1335346918,housenumber,1125,housenumbe
1337999643,name,Girl In A Wetsuit,regular
1337999643,tourism,artwork,regular
1339078433,amenity,drinking_water,regular
1339095361,name,Campagnolo Roma,regular
1339095361,amenity,restaurant,regular
1339095361,cuisine,italian,regular
1339095361,street,East Hastings Street,stree
1339095361,opening_hours,We-Su 17-22,regular
1339095361,housenumber,2297,housenumbe
1339095400,name,Donald’s Market,regular
1339095400,shop,greengrocer,regular
1339095519,name,Church's Chicken,regular
1339095519,amenity,fast_food,regular
1339095519,opening_hours,24/7 (Pickup window),regular
1339097310,name,Seri Malaysia Restaurant,regular
1339097310,phone,6046777555,regular
1339097310,amenity,restaurant,regular
1339097310,cuisine,Malaysian,regular
1339097310,takeaway,yes,regular
1339097310,street,East Hastings Street,stree
1339097310,opening_hours,Tu-su 11:30-20:00,regular
1339097310,housenumber,2327,housenumbe
1339098702,atm,yes,regular
1339098702,name,RBC Financial Group,regular
1339098702,amenity,bank,regular
1339098702,wheelchair,yes,regular
1339098702,street,East Hastings Street,stree
1339098702,housenumber,2381,housenumbe
1339099609,name,Schokolade Café,regular
1339099609,amenity,cafe,regular
1339099609,cuisine,Chocolate,regular
1339099609,website,www.schokoladecafe.com,regular
1339099609,street,East Hastings Street,stree
1339099609,opening_hours,Tu-Sa 10-18,regular
1339099609,housenumber,2263,housenumbe
1340831817,leisure,picnic_table,regular
1340831829,playground,swing,regular
1340831831,leisure,picnic_table,regular
1340831832,playground,climbingframe,regular
1340831849,leisure,picnic_table,regular
1342530690,highway,turning_circle,regular
1342879127,name,Octopus Garden,regular
1342879127,phone,6047348971,regular
1342879127,amenity,restaurant,regular
1342879127,cuisine,japanese,regular
1342879127,website,www.octopusgarden.ca,regular
1342879127,street,Cornwall Avenue,stree
1342879127,description,Omakase,regular
1342879127,housenumber,1995,housenumbe
1343546906,foot,no,regular
1343546906,barrier,gate,regular
1343546906,bicycle,no,regular
1343865822,name,Springs Eternal Natural Health Clinic,regular
1343865822,source,www.springseternal.com,regular
1343865822,healthcare,alternative,regular
1343865822,speciality,naturopathy,specialit
1346045613,name,Federation Gallery,regular
1346045613,shop,art,regular
1346045613,website,www.artists.ca,regular
1346045613,street,Cartwright Street,stree
1346045613,housenumber,1241,housenumbe
1348118055,name,M & J Car Wash,regular
1348118055,amenity,car_wash,regular
1348815757,source,Bing,regular
1348815757,highway,crossing,regular
1350962925,tourism,viewpoint,regular
1350962932,barrier,bollard,regular
1352175020,highway,crossing,regular
1352175217,crossing,uncontrolled,regular
1352175217,highway,crossing,regular
1352175237,highway,crossing,regular
1356797516,city,Vancouver,cit
1356797516,housenumber,4331,housenumbe
1356797516,postcode,V5V3R5,postcod
1356797516,street,Fraser Street,stree
1356797516,name,Lees Electronics,regular
1356797516,shop,radiotechnics,regular
1356797516,website,http://www.leeselectronic.com/,regular
1356857891,name,Yaletown Dock,regular
1356857891,amenity,ferry_terminal,regular
1356857891,operator,Aquabus & False Creek Ferries,regular
1357146349,highway,street_lamp,regular
1357146362,highway,street_lamp,regular
1357146405,entrance,yes,regular
1357146418,highway,street_lamp,regular
1357146444,highway,street_lamp,regular
1357146445,highway,street_lamp,regular
1357164783,name,The Grind & Gallery Coffee Bar,regular
1357164783,amenity,cafe,regular
1357164786,name,Welk's Discount Store,regular
1357164786,shop,variety_store,regular
1361121970,entrance,yes,regular
1363983199,name,Home Depot,regular
1363983199,shop,hardware,regular
1364806384,amenity,toilets,regular
1364806384,wheelchair,yes,regular
1366656131,name,The Tipper,regular
1366656131,fixme,position,regular
1366656131,amenity,restaurant,regular
1366656131,website,http://www.thetipperrestaurant.blogspot.com/,regular
1366656131,street,Kingsway,stree
1366656131,housenumber,2066,housenumbe
1369634118,seats,4,regular
1369634118,colour,brown,regular
1369634118,amenity,bench,regular
1369634118,backrest,no,regular
1369634118,material,wood,regular
1369634119,noexit,yes,regular
1369634120,natural,tree,regular
1369634121,seats,4,regular
1369634121,colour,brown,regular
1369634121,amenity,bench,regular
1369634121,backrest,no,regular
1369634121,material,wood,regular
1369634123,seats,4,regular
1369634123,colour,brown,regular
1369634123,amenity,bench,regular
1369634123,backrest,no,regular
1369634123,material,wood,regular
1369634124,noexit,yes,regular
1369634125,noexit,yes,regular
1369634127,seats,4,regular
1369634127,colour,brown,regular
1369634127,amenity,bench,regular
1369634127,backrest,no,regular
1369634127,material,wood,regular
1369634128,seats,4,regular
1369634128,colour,brown,regular
1369634128,amenity,bench,regular
1369634128,backrest,no,regular
1369634128,material,wood,regular
1369634129,noexit,yes,regular
1369634131,natural,tree,regular
1369634132,noexit,yes,regular
1369634133,seats,4,regular
1369634133,colour,brown,regular
1369634133,amenity,bench,regular
1369634133,backrest,no,regular
1369634133,material,wood,regular
1369634136,seats,4,regular
1369634136,colour,brown,regular
1369634136,amenity,bench,regular
1369634136,backrest,no,regular
1369634136,material,wood,regular
1369634137,noexit,yes,regular
1369634139,amenity,waste_basket,regular
1369634141,seats,4,regular
1369634141,colour,brown,regular
1369634141,amenity,bench,regular
1369634141,backrest,no,regular
1369634141,material,wood,regular
1369634144,natural,tree,regular
1369634148,natural,tree,regular
1369634149,seats,4,regular
1369634149,colour,brown,regular
1369634149,amenity,bench,regular
1369634149,backrest,yes,regular
1369634149,material,wood,regular
1369634151,seats,4,regular
1369634151,colour,brown,regular
1369634151,amenity,bench,regular
1369634151,backrest,yes,regular
1369634151,material,wood,regular
1369634152,natural,tree,regular
1369634155,seats,4,regular
1369634155,colour,brown,regular
1369634155,amenity,bench,regular
1369634155,backrest,yes,regular
1369634155,material,wood,regular
1369634158,seats,4,regular
1369634158,colour,brown,regular
1369634158,amenity,bench,regular
1369634158,backrest,yes,regular
1369634158,material,wood,regular
1369634159,natural,tree,regular
1369634160,amenity,drinking_water,regular
1369634161,amenity,bicycle_parking,regular
1369634161,capacity,5,regular
1369643082,name,UBC Campus Mailing Services,regular
1369643082,amenity,post_office,regular
1369643082,building,entrance,regular
1369643082,street,West Mall,stree
1369643082,housenumber,2329,housenumbe
1371805725,playground,swing,regular
1371805729,playground,swing,regular
1371805731,playground,climbingframe,regular
1371805735,playground,swing,regular
1371805741,playground,climbingframe,regular
1373339577,name,London Pub,regular
1373339577,amenity,pub,regular
1373339577,street,Main Street,stree
1373339577,housenumber,700,housenumbe
1373339717,name,Carley Quality Meat Ltd.,regular
1373339717,shop,butcher,regular
1373339719,name,Lok's Produce,regular
1373339719,shop,greengrocer,regular
1373339719,street,East Georgia Street,stree
1373339719,housenumber,298,housenumbe
1374379914,name,Phnom Penh Restaurant,regular
1374379914,phone,6046825777,regular
1374379914,amenity,restaurant,regular
1374379914,cuisine,Cambodian;Vietnamese,regular
1374379914,street,East Georgia Street,stree
1374379914,postcode,V6A 1Z7,postcod
1374379914,housenumber,244,housenumbe
1378212487,housenumber,1072,housenumbe
1378212487,street,Kingsway,stree
1378212487,name,Mama's Laundry,regular
1378212487,opening_hours,Mo-Su 09:00-20:30,regular
1378212487,shop,laundry,regular
1378233730,name,Green Lemongrass,regular
1378233730,phone,6048756638,regular
1378233730,amenity,restaurant,regular
1378233730,cuisine,vietnamese,regular
1378233730,street,Kingsway,stree
1378233730,housenumber,1086,housenumbe
1379494627,amenity,toilets,regular
1379494627,street,Powell Street,stree
1379494627,housenumber,488,housenumbe
1379500207,playground,basketswing,regular
1379500214,playground,basketswing,regular
1379500223,playground,water,regular
1379500244,name,Totem Pole,regular
1379500244,tourism,attraction,regular
1379507670,playground,climbingframe,regular
1379507696,playground,swing,regular
1379507711,playground,seesaw,regular
1381208083,name,Nando's,regular
1381208083,amenity,fast_food,regular
1381208083,street,Davie Street,stree
1381208083,housenumber,828,housenumbe
1381209602,name,Subway,regular
1381209602,amenity,fast_food,regular
1381209602,street,Davie Street,stree
1381209602,housenumber,838,housenumbe
1382076375,name,La Fontana Cafe,regular
1382076375,amenity,cafe,regular
1382077503,amenity,toilets,regular
1382080575,name,Poor Italian,regular
1382080575,amenity,restaurant,regular
1382081539,name,7 Eleven,regular
1382081539,shop,convenience,regular
1382083106,name,Starbucks,regular
1382083106,amenity,cafe,regular
1382083106,drive_through,yes,regular
1382083523,housenumber,306,housenumbe
1382083523,amenity,cafe,regular
1382083523,cuisine,coffee_shop,regular
1382083523,internet_access,wlan,regular
1382083523,name,Tim Hortons,regular
1382083523,opening_hours,24/7,regular
1382083523,operator,Restaurant Brands International Inc.,regular
1382083523,website,http://www.timhortons.com/,regular
1382199871,foot,yes,regular
1382199871,barrier,gate,regular
1382199871,bicycle,yes,regular
1382199871,motor_vehicle,no,regular
1382340768,name,Scoop!,regular
1382340768,amenity,fast_food,regular
1382340768,street,West 4th Avenue,stree
1382340768,opening_hours,Mo-th 13-22;fr 13-22:30;sa 12:30-22:30;su 12:30-22,regular
1382340768,housenumber,2050,housenumbe
1382341255,name,Bimini's Private Liquor Store,regular
1382341255,shop,alcohol,regular
1382341255,street,West 4th Avenue,stree
1382341255,housenumber,2018,housenumbe
1382342496,name,Indian Oven,regular
1382342496,phone,6047305069,regular
1382342496,amenity,restaurant,regular
1382342496,cuisine,indian,regular
1382342496,delivery,yes,regular
1382342496,takeaway,yes,regular
1382342496,street,West 4th Avenue,stree
1382342496,housenumber,2006,housenumbe
1382363150,name,Arbutus Coffee,regular
1382363150,amenity,cafe,regular
1382363150,street,West 6th Avenue,stree
1382363150,opening_hours,Mo-fr 6-19;sa-su 8-18,regular
1382363150,housenumber,2200,housenumbe
1382550780,playground,climbingframe,regular
1382550781,playground,swing,regular
1383203986,noexit,yes,regular
1383204041,noexit,yes,regular
1383380736,name,MCL Motor Cars,regular
1383380736,shop,car,regular
1383380736,street,Burrard Street,stree
1383380736,description,Jaguar land Rover Bently,regular
1383380736,opening_hours,Mo-Fr 09:00-18:00; Sa 09:00-17:00,regular
1383380736,housenumber,1730,housenumbe
1383397381,name,Starbucks,regular
1383397381,amenity,cafe,regular
1383397381,street,Burrard Street,stree
1383397381,housenumber,4 1855,housenumbe
1383402062,name,Quince,regular
1383402062,amenity,cafe,regular
1383402062,website,http://www.quince.ca,regular
1383402062,street,West 3rd Avenue,stree
1383402062,opening_hours,Mo-Sa 08:30-18:00,regular
1383402062,housenumber,1780,housenumbe
1383405341,name,Chocolate Arts,regular
1383405341,shop,confectionery,regular
1383405341,website,http://chocolatearts.com,regular
1383405341,street,West 3rd Avenue,stree
1383405341,description,chocolate coffee and more...,regular
1383405341,opening_hours,Mo-Sa 10:00-18:00; Su 12:00-17:00,regular
1383405341,housenumber,1620,housenumbe
1383732434,name,Urban Dry Cleaning,regular
1383732434,shop,dry_cleaning,regular
1383732434,street,Pacific Boulevard,stree
1383732434,opening_hours,Mo-fr 7-19;sa 9-18;su 10-18,regular
1383732434,housenumber,1168,housenumbe
1383733383,name,Flight Centre,regular
1383733383,shop,travel_agency,regular
1383733383,website,flightcentre.ca,regular
1383733383,street,Pacific Boulevard,stree
1383733383,housenumber,1138,housenumbe
1383735117,name,Fresh Bowl,regular
1383735117,phone,6046888565,regular
1383735117,amenity,fast_food,regular
1383735117,cuisine,South-East Asian,regular
1383735117,website,http://www.freshbowl.ca,regular
1383735117,delivery,yes,regular
1383735117,street,Pacific Boulevard,stree
1383735117,opening_hours,Mo-Fr 11:00-21:00; Sa-Su 12:00-21:00,regular
1383735117,housenumber,1128,housenumbe
1383737622,name,La Terrazza,regular
1383737622,amenity,restaurant,regular
1383737622,cuisine,italian,regular
1383737622,website,http://laterrazza.ca,regular
1383737622,street,Cambie Street,stree
1383737622,microbrewery,no,regular
1383737622,outdoor_seating,no,regular
1383737622,housenumber,1088,housenumbe
1383742886,name,Hybar Naturally,regular
1383742886,shop,greengrocer,regular
1383742886,street,Pacific Boulevard,stree
1383742886,opening_hours,Mo-Fr 08:00-20:00; Sa-Su 10:00-19:00,regular
1383742886,housenumber,1155,housenumbe
1383746408,atm,yes,regular
1383746408,name,RBC Financial Group,regular
1383746408,amenity,bank,regular
1383746408,street,Pacific Boulevard,stree
1383746408,opening_hours,Mo-fr 9:30-18;sa 9-16,regular
1383746408,housenumber,1195,housenumbe
1383811056,name,The Elbow Room,regular
1383811056,amenity,restaurant,regular
1383811056,street,Davie Street,stree
1383811056,opening_hours,7/8-,regular
1383811056,housenumber,560,housenumbe
1383812950,name,The Corner,regular
1383812950,amenity,pub,regular
1383812950,city,Vancouver,cit
1383812950,street,Davie Street,stree
1383812950,opening_hours,Mo-Fr 7:00-; Sa-Su 10:30-,regular
1383812950,housenumber,612,housenumbe
1383813421,name,Yamato Sushi,regular
1383813421,amenity,restaurant,regular
1383813421,street,Davie Street,stree
1383813421,housenumber,616,housenumbe
1383815238,street,Davie Street,stree
1383815238,housenumber,620,housenumbe
1383816335,name,Sweet Mandarin,regular
1383816335,amenity,restaurant,regular
1383816335,cuisine,chinese,regular
1383816335,city,Vancouver,cit
1383816335,street,Davie Street,stree
1383816335,housenumber,630,housenumbe
1383816989,name,Basil Pasta Bar,regular
1383816989,amenity,restaurant,regular
1383816989,street,Davie Street,stree
1383816989,housenumber,636,housenumbe
1383818167,name,Jako Sushi,regular
1383818167,phone,6046870510,regular
1383818167,amenity,restaurant,regular
1383818167,street,Davie Street,stree
1383818167,housenumber,656,housenumbe
1383819541,name,Persian Tea House,regular
1383819541,amenity,cafe,regular
1383819541,street,Davie Street,stree
1383819541,housenumber,668,housenumbe
1385676925,entrance,yes,regular
1385676941,foot,no,regular
1385676941,barrier,lift_gate,regular
1385676941,bicycle,no,regular
1385676941,motorcar,yes,regular
1386561452,name,Carribean Hut Express,regular
1386561452,amenity,restaurant,regular
1386561452,city,Vancouver,cit
1386561452,street,Hornby Street,stree
1386561452,housenumber,1117,housenumbe
1386561455,name,Helen's Grocery,regular
1386561455,shop,convenience,regular
1386561455,city,Vancouver,cit
1386561455,street,Granville Street,stree
1386561455,housenumber,1093,housenumbe
1386561458,name,Subway,regular
1386561458,amenity,fast_food,regular
1386561458,cuisine,sandwich,regular
1386561458,city,Vancouver,cit
1386561458,street,Hornby Street,stree
1386561458,housenumber,1095,housenumbe
1386719220,highway,crossing,regular
1386719220,crossing,zebra,regular
1390252384,highway,crossing,regular
1390252386,highway,crossing,regular
1390252387,highway,crossing,regular
1390316106,name,Sephora,regular
1390316106,shop,beauty,regular
1391864569,name,Sciué,regular
1391864569,amenity,cafe,regular
1391864813,name,Tangerine,regular
1391864813,phone,+1 604 732 1028,regular
1391864813,amenity,bank,regular
1391864813,website,https://www.tangerine.ca,regular
1391864813,street,Howe Street,stree
1391864813,postcode,V6C 2X1,postcod
1391864813,opening_hours,Mo-Fr 09:30-17:30; Sa 10:00-16:00,regular
1391864813,housenumber,466,housenumbe
1392627194,name,Starbucks,regular
1392627194,amenity,cafe,regular
1392627194,wheelchair,yes,regular
1392627289,name,Tim Hortons,regular
1392627289,amenity,cafe,regular
1392627289,cuisine,coffee_shop,regular
1392627289,website,http://www.timhortons.com/,regular
1392627289,operator,Restaurant Brands International Inc.,regular
1392627289,wheelchair,yes,regular
1392630870,name,Scotiabank,regular
1392630870,amenity,bank,regular
1392630870,opening_hours,Mo-Fr 08:00-16:30,regular
1392631224,atm,yes,regular
1392631224,name,CIBC,regular
1392631224,amenity,bank,regular
1392631224,drive_through,no,regular
1394135882,name,La Brasserie,regular
1394135882,source,Bing,regular
1394135882,amenity,restaurant,regular
1394135882,website,http://labrasserievancouver.com/,regular
1394135882,street,Davie Street,stree
1394135882,housenumber,1091,housenumbe
1394375543,name,E Bei Sushi,regular
1394375543,amenity,restaurant,regular
1394375543,cuisine,sushi,regular
1394375543,opening_hours,Mo-Su 11:00-24:00,regular
1395459765,name,Starbucks,regular
1395459765,amenity,cafe,regular
1395459798,name,Birks,regular
1395459798,shop,jewelry,regular
1395459798,city,Vancouver,cit
1395459798,street,West Hastings Street,stree
1395459798,housenumber,698,housenumbe
1395460044,name,Subway,regular
1395460044,amenity,fast_food,regular
1395460044,wheelchair,yes,regular
1395460044,street,Granville Street,stree
1395460044,opening_hours,24/7,regular
1395460044,housenumber,541,housenumbe
1395460127,name,Aritzia,regular
1395460127,shop,clothes,regular
1395461312,name,Best Buy,regular
1395461312,shop,vacant,regular
1397606681,highway,crossing,regular
1397606681,crossing,uncontrolled,regular
1398175216,tourism,viewpoint,regular
1399014236,highway,turning_circle,regular
1399014466,entrance,yes,regular
1404834379,name,Sweet Revenge,regular
1404834379,amenity,cafe,regular
1404834379,website,http://www.sweet-revenge.ca/,regular
1406590664,name,BMO Bank of Montreal,regular
1406590664,amenity,bank,regular
1406590664,wheelchair,yes,regular
1406590664,street,East Hastings Street,stree
1406590664,housenumber,2515,housenumbe
1406591838,name,El Pulgarcito,regular
1406591838,amenity,restaurant,regular
1406591838,cuisine,Mexican;Salvadorian,regular
1406591838,street,East Hastings Street,stree
1406591838,housenumber,2522,housenumbe
1407838816,name,McDonald's,regular
1407838816,amenity,fast_food,regular
1407838816,cuisine,burger,regular
1407838816,website,http://www.mcdonalds.ca/,regular
1407840913,name,Luda Southern Dishes,regular
1407840913,phone,6042553188,regular
1407840913,amenity,restaurant,regular
1407840913,cuisine,Chinese;Hong Kong Style Cafe,regular
1407840913,street,East Hastings Street,stree
1407840913,opening_hours,Mo-Su 11:00-22:00,regular
1407840913,housenumber,2683,housenumbe
1407892505,name,Five Star Coin Laundry,regular
1407892505,shop,laundry,regular
1407892505,phone,6042559363,regular
1407892505,street,East Hastings Street,stree
1407892505,opening_hours,Fr-we 9-20; th 9-17,regular
1407892505,housenumber,2691,housenumbe
1407915066,name,Laughing Beans Coffee,regular
1407915066,amenity,cafe,regular
1415392992,amenity,toilets,regular
1416818790,name,Hastings Branch,regular
1416818790,amenity,library,regular
1416818790,operator,Vancouver Public Library,regular
1416818790,city,Vancouver,cit
1416818790,wheelchair,yes,regular
1416818790,street,East Hastings Street,stree
1416818790,province,BC,provinc
1416818790,housenumber,2674,housenumbe
1416818790,wheelchair,yes,wheelchai
1416819539,name,Baaad Anna's,regular
1416819539,shop,hobby,regular
1416819539,street,East Hastings Street,stree
1416819539,housenumber,2667,housenumbe
1418439984,name,7 Eleven,regular
1418439984,shop,convenience,regular
1418439984,street,Homer Street,stree
1418439984,housenumber,1085,housenumbe
1418441590,atm,yes,regular
1418441590,name,CIBC,regular
1418441590,amenity,bank,regular
1418441590,opening_hours,Mo-we 9:30-16; th-fr 9:30-19; sa 9:30-4; su 12-4,regular
1418443405,name,EntreNous Interiors,regular
1418443405,shop,furniture,regular
1418443405,street,Homer Street,stree
1418443405,housenumber,1088,housenumbe
1418445956,name,Jennifer Kostuik Gallery,regular
1418445956,shop,art,regular
1418445956,street,Homer Street,stree
1418445956,opening_hours,Tu-we 10-18;th-fr 10-20; sa 10-18;su 13-17,regular
1418445956,housenumber,1070,housenumbe
1423401120,name,DeDutch,regular
1423401120,amenity,restaurant,regular
1423520071,name,Starbucks,regular
1423520071,amenity,cafe,regular
1423520071,street,Laurel Street,stree
1423520071,opening_hours,Mo-fr 6-20;sa-su 7-19,regular
1423520071,housenumber,2787,housenumbe
1423520252,name,Salad Loop,regular
1423520252,amenity,fast_food,regular
1428432161,housenumber,8686,housenumbe
1428432161,street,Granville Street,stree
1428432161,amenity,fuel,regular
1428432161,brand,Shell,regular
1428432161,octane_87,yes,octane_8
1428432161,octane_89,yes,octane_8
1428432161,octane_91,yes,octane_9
1428432161,name,Shell,regular
1428432161,operator,Shell,regular
1428432161,website,http://www.shell.ca/,regular
1428432161,wheelchair,yes,regular
1429087563,amenity,cafe,regular
1429321973,name,Pebble,regular
1429321973,shop,toys,regular
1429321973,phone,6045686923,regular
1429321973,website,pebblebaby.com,regular
1429321973,street,Arbutus Street,stree
1429321973,housenumber,2675,housenumbe
1429472421,street,Franklin Street,stree
1429472421,housenumber,2625,housenumbe
1430388945,colour,brown,regular
1430388945,amenity,bench,regular
1430388945,backrest,yes,regular
1430388945,material,wood,regular
1430388951,colour,brown,regular
1430388951,amenity,bench,regular
1430388951,backrest,yes,regular
1430388951,material,wood,regular
1430388954,colour,brown,regular
1430388954,amenity,bench,regular
1430388954,backrest,yes,regular
1430388954,material,wood,regular
1430388955,colour,brown,regular
1430388955,amenity,bench,regular
1430388955,backrest,yes,regular
1430388955,material,wood,regular
1430388956,colour,brown,regular
1430388956,amenity,bench,regular
1430388956,backrest,yes,regular
1430388956,material,wood,regular
1430396842,noexit,yes,regular
1430594618,name,T&T Supermarket,regular
1430594618,shop,supermarket,regular
1430594618,street,Keefer Place,stree
1430594618,housenumber,181,housenumbe
1430595743,name,SewClean,regular
1430595743,shop,laundry,regular
1430595743,street,Abbott Street,stree
1430595743,housenumber,648,housenumbe
1430596606,name,Uncle Fatih's Pizza,regular
1430596606,amenity,fast_food,regular
1430596606,street,Abbott Street,stree
1430596606,opening_hours,Mo 10:30-14:00; Tu-Th 10:30-01:00; Fr 10:30-03:00; Sa 12:00-03:00; Su 12:00-24:00,regular
1430596606,housenumber,638,housenumbe
1430597292,name,Freshslice,regular
1430597292,amenity,fast_food,regular
1430597292,cuisine,pizza,regular
1430597292,city,Vancouver,cit
1430597292,street,Abbott Street,stree
1430597292,housenumber,663,housenumbe
1430598776,name,Something Healthy,regular
1430598776,amenity,fast_food,regular
1430598776,street,Abbott Street,stree
1430598776,opening_hours,Mo-fr 9-20;sa 11-19;su 11-18,regular
1430598776,housenumber,660,housenumbe
1430599359,name,Starbucks,regular
1430599359,amenity,cafe,regular
1430599359,wheelchair,yes,regular
1431507584,name,Vancouver Public Library South Hill Branch,regular
1431507584,amenity,library,regular
1431507584,street,Fraser Street,stree
1431507584,housenumber,6076,housenumbe
1431507811,name,Buy-Low Foods,regular
1431507811,shop,supermarket,regular
1431507811,street,Fraser Street,stree
1431507811,housenumber,6095,housenumbe
1431512733,name,CIBC,regular
1431512733,amenity,bank,regular
1431512733,street,Fraser Street,stree
1431512733,housenumber,6204,housenumbe
1431513060,name,Vancity,regular
1431513060,amenity,bank,regular
1431513060,street,Fraser Street,stree
1431513060,housenumber,6288,housenumbe
1431514604,name,Shoppers Drug Mart,regular
1431514604,amenity,pharmacy,regular
1431514604,street,Fraser Street,stree
1431514604,housenumber,6303,housenumbe
1431514924,name,Rokko Sarees & Fabrics,regular
1431514924,shop,clothes,regular
1431514945,name,Subway,regular
1431514945,amenity,fast_food,regular
1431514945,street,Fraser Street,stree
1431514945,housenumber,6191,housenumbe
1431515669,housenumber,6138,housenumbe
1431515669,street,Fraser Street,stree
1431515669,name,Centre Laundry,regular
1431515669,shop,laundry,regular
1431526719,housenumber,6007,housenumbe
1431526719,street,Fraser Street,stree
1431526719,amenity,restaurant,regular
1431526719,cuisine,chinese,regular
1431526719,name,Good Choice Restaurant,regular
1431526719,phone,6043259788,regular
1431576695,name,Scotiabank,regular
1431576695,amenity,bank,regular
1431576717,name,South Hill,regular
1431576717,place,suburb,regular
1435065683,entrance,yes,regular
1435071857,railway,level_crossing,regular
1435071859,railway,level_crossing,regular
1435071860,railway,level_crossing,regular
1435071862,railway,level_crossing,regular
1435071870,railway,level_crossing,regular
1435071871,railway,level_crossing,regular
1435071872,railway,level_crossing,regular
1435072223,source,Bing,regular
1437179324,leisure,playground,regular
1451041937,name,Cactus Club Cafe,regular
1451041937,phone,6046820933,regular
1451041937,amenity,restaurant,regular
1451041937,cuisine,Global,regular
1451041937,website,www.cactusclubcafe.com,regular
1451041937,street,Burrard Street,stree
1451041937,housenumber,588,housenumbe
1451045686,name,Canadian Western Bank,regular
1451045686,amenity,bank,regular
1452527260,housenumber,139,housenumbe
